,type,comment,non-information,code,functional_type
495,Line,"TODO: reflective access, should be removed",0,ExternalFileType type = CustomExternalFileType.buildFromArgs(val);,assignment
496,Line,A new or modified entry type. Construct it from the string array:,0,updateSortedReferenceMarks();,method_declaration
497,Line,"To account for numbering and for uniqiefiers, we must refresh the cite markers:",0,"public static void openExternalViewer(BibDatabaseContext databaseContext, String initialLink, Field initialField)",method_declaration
498,Javadoc,Open a http/pdf/ps viewer for the given link string.,0,public ListProperty<Language> languagesListProperty() { return this.languagesListProperty; },method_declaration
499,Line,General,1,private void populateTable() {,method_declaration
500,Javadoc,Read all keybindings from the keybinding repository and create table keybinding models for them,0,"stringBuilder.append(txt, piv, ind);",method_call
501,Line,Text leading up to s1 Insert s2,0,"new MergeReviewIntoCommentAction(),",method_declaration
502,Line,Migrations: Warning for migrating the Review into the Comment field,0,"return new Label(Localization.lang(Metadata change""));""",method_declaration
503,Block,"// TODO: Show detailed description of the changes StringBuilder sb = new StringBuilder( ""<html>"" + Localization.lang(""Changes have been made to the following metadata elements"") + "":<p><br>&nbsp;&nbsp;""); sb.append(changes.stream().map(unit -> unit.key).collect(Collectors.joining(""<br>&nbsp;&nbsp;""))); sb.append(""</html>""); infoPane.setText(sb.toString());",0,public enum Actions {,enum
504,Javadoc,Global String constants for GUI actions,0,VBox container = new VBox();,assignment
505,Line,Put everything together,0,boolean italicize = style.getBooleanCitProperty(OOBibStyle.ITALIC_ET_AL);,assignment
506,Line,"Check if we should italicize the ""et al."" string in citations:",1,dialogService.showInformationDialogAndWait(,method_call
507,Line,Inform the user to select entries first.,1,"public abstract void makeChange(BibDatabaseContext database, NamedCompound undoEdit);",method_declaration
508,Javadoc,"Performs the change. This method is responsible for adding a proper undo edit to the NamedCompound, so the change can be undone.",0,BindingsHelper.bindContentBidirectional(,method_call
509,Line,Set-up bindings,0,RemoteClient remoteClient = new RemoteClient(remotePreferences.getPort());,assignment
510,Line,Try to contact already running JabRef,0,"FILE_EXCEL(MaterialDesignIcon.FILE_EXCEL),",method_declaration
511,Block,css: file-excel *,1,public static void openBrowserShowPopup(String url) {,method_declaration
512,Javadoc,Opens the url with the users standard Browser. If that fails a popup will be shown to instruct the user to open the link manually and the link gets copied to the clipboard,0,public BackgroundTask<V> onFinished(Runnable onFinished) {,method_declaration
513,Javadoc,"Sets the {@link Runnable} that is invoked after the task is finished, irrespectively if it was successful or failed with an error.",0,public class TagBar<T> extends HBox {,class_declaration
514,Javadoc,Field editor that provides various pre-defined options as a drop-down combobox.,0,private void saveExternalFilesList() {,method_declaration
515,Javadoc,This method stores all file paths of the files in the journalFiles property to the global JabRef preferences. Pseudo abbreviation files will not be stored.,0,"TABLE_ICONS.put(StandardField.URL, icon);",method_call
516,Line,"icon.setToolTipText(Localization.lang(""Open"") + "" URL"");",1,if (searchField.getText().isEmpty()) {,conditional
517,Line,An empty search field should cause the search to be cleared.,0,"SpecialFieldViewModel priorityViewModel = new SpecialFieldViewModel(SpecialField.PRIORITY, undoManager);",assignment
518,Line,Priority icon used for the menu,0,PLAIN_TEXT_IMPORT_DONE(MaterialDesignIcon.CHECKBOX_MARKED_CIRCLE_OUTLINE),method_declaration
519,Block,checkbox-marked-circle-outline *,1,public BasePanel getCurrentBasePanel() {,method_declaration
520,Javadoc,Returns the currently viewed BasePanel.,1,BibtexKeyPatternPreferences prefs = jabRefPreferences.getBibtexKeyPatternPreferences();,assignment
521,Line,Generate keys,0,public class IconValidationDecorator extends GraphicValidationDecoration {,class_declaration
522,Javadoc,This class is similar to {@link GraphicValidationDecoration} but with a different style and font-based icon.,0,public abstract Node description();,method_declaration
523,Javadoc,This method returns a JComponent detailing the nature of the change.,0,if (group.getGroupNode().getGroup() instanceof ExplicitGroup) {,conditional
524,Line,"only remove explicit groups from the entries, keyword groups should not be deleted",0,return node.children.getSource().stream().anyMatch(this::showNode);,return
525,Line,Are there children (or children of children...) that are matched? If yes we also need to show this node,0,if (!toAdd.isEmpty()) {,conditional
526,Line,If there are entries to add,1,return icon.getGraphicNode();,return
527,Line,"node should be generated for each call, as nodes can be added to the scene graph only once",0,if (!overwriteKeys) {,conditional
528,Line,The user doesn't want to override cite keys,0,if (nextAbbreviation.isPresent()) {,conditional
529,Line,"TODO: Add undo panel.getUndoManager().addEdit(new UndoableFieldChange(entry, editor.getName(), text, nextAbbreviation));",0,"public static void showParserResultWarningDialog(final ParserResult parserResult, final JabRefFrame jabRefFrame) {",method_declaration
530,Javadoc,Shows a dialog with the warnings from an import or open of a file,0,"@SuppressWarnings(unchecked"")""",method_declaration
531,Javadoc,"The popup has private access in {@link AutoCompletionBinding}, so we use reflection to access it.",0,URL url = new URL(link);,assignment
532,Line,"Try to strip the query string, if any, to get the correct suffix:",0,"Globals.prefs.put(JabRefPreferences.LAST_USED_EXPORT, exporter.getName());",method_call
533,Line,"Add chosen export type to last used pref, to become default",0,XNamed xChildNamed;,var_declaration
534,Line,Create a new TextSection from the document factory and access it's XNamed interface,0,public class Tag<T> extends HBox {,class_declaration
535,Javadoc,A tag item in a {@link TagBar}.,0,group.getGroupNode().addEntriesToGroup(stateManager.getSelectedEntries());,method_call
536,Line,"TODO: Warn if (!WarnAssignmentSideEffects.warnAssignmentSideEffects(node.getNode().getGroup(), panel.frame())) { return; // user aborted operation",0,"dialogService.notify(Localization.lang(Added group \""%0\"".""",method_call
537,Line,TODO: Expand parent to make new group visible parent.expand(),0,public class CopyBibTeXKeyAndLinkAction implements BaseAction {,class_declaration
538,Javadoc,This class will copy each selected entry's BibTeX key as a hyperlink to its url to the clipboard. In case an entry doesn't have a BibTeX key it will not be copied. In case an entry doesn't have an url this will only copy the BibTeX key.,0,for (ExternalFileType fileType : ExternalFileTypes.getDefaultExternalFileTypes()) {,loop
539,Line,check whether there is another icon defined for this file type,0,File lp = new File(commandPath);,assignment
540,Line,"this needs to fixed because it gives ""asdf"" when going prefs.get(""lyxpipe"")",0,private String getLogMessagesAsString(List<LogEventViewModel> messages) {,method_declaration
541,Javadoc,Concatenates the formatted message of the given {@link LogEvent}s by using the a new line separator.,0,"public <T> BackgroundTask<T> then(Function<V, BackgroundTask<T>> nextTaskFactory) {",method_declaration
542,Javadoc,Creates a {@link BackgroundTask} that first runs this task and based on the result runs a second task.,0,public void addNewSubgroup(GroupNodeViewModel parent) {,method_declaration
543,Javadoc,"Opens ""New Group Dialog"" and add the resulting group to the specified group",0,"return "";",return
544,Line,"On all OSes there is a generic application available to handle file opening, so use this one",0,"final NamedCompound compound = new NamedCompound(Localization.lang(Autogenerate BibTeX keys""));""",assignment
545,Line,generate the new cite keys for each entry,0,String text = defaultPat.getText();,assignment
546,Line,default value,1,"public AppearancePrefsTab(DialogService dialogService, JabRefPreferences prefs) {",method_declaration
547,Javadoc,Customization of appearance parameters.,0,GroupTreeNode removedNode = cursor,assignment
548,Line,"remove node, then insert all children",0,public void clearSuggestions() {,method_declaration
549,Javadoc,Remove all current possible suggestions,1,entries = basePanel.getSelectedEntries();,assignment
550,Line,Get entries and check if it makes sense to perform this operation,0,public void saveEverythingAndUpdateAutoCompleter() {,method_declaration
551,Javadoc,"This method first saves all external files to its internal list, then writes all abbreviations to their files and finally updates the abbreviations auto complete. It basically calls {@link #saveExternalFilesList()}, {@link #saveJournalAbbreviationFiles() } and finally {@link JournalAbbreviationLoader#update(JournalAbbreviationPreferences)}.",0,result.getDatabaseContext().clearDatabaseFile();,method_call
552,Line,do not open the original file,0,"private static BibEntry bestFit(BibEntry targetEntry, List<BibEntry> entries) {",method_declaration
553,Javadoc,"Finds the entry in the list best fitting the specified entry. Even if no entries get a score above zero, an entry is still returned.",0,nan,empty
554,Line,"no more bps to check, we found a matching one",0,protected final TextField defaultPat = new TextField();,assignment
555,Line,default pattern,1,Optional<DocumentViewerPage> inMiddleOfViewport = Optional.empty();,assignment
556,Line,We try to find the page that is displayed in the center of the viewport,0,protected String getCommandName() {,method_declaration
557,Javadoc,Function to get the command name in case it is different from the application name,0,final BuildInfo buildInfo = Globals.BUILD_INFO;,assignment
558,Line,Check if we are running an acceptable version of Java,1,"protected boolean isMatch(T suggestion, ISuggestionRequest request) {",method_declaration
