,type,comment,non-information,code,functional_type
537,Line,TODO: Expand parent to make new group visible parent.expand(),0,public AppearancePrefsTab(DialogService dialogService,method_declaration
538,Javadoc,This class will copy each selected entry's BibTeX key as a hyperlink to its url to the clipboard. In case an entry doesn't have a BibTeX key it will not be copied. In case an entry doesn't have an url this will only copy the BibTeX key.,0,GroupTreeNode removedNode = cursor,assignment
539,Line,check whether there is another icon defined for this file type,0,public void clearSuggestions() {,method_declaration
540,Line,"this needs to fixed because it gives ""asdf"" when going prefs.get(""lyxpipe"")",0,entries = basePanel.getSelectedEntries();,assignment
541,Javadoc,Concatenates the formatted message of the given {@link LogEvent}s by using the a new line separator.,0,public void saveEverythingAndUpdateAutoCompleter() {,method_declaration
542,Javadoc,Creates a {@link BackgroundTask} that first runs this task and based on the result runs a second task.,0,result.getDatabaseContext().clearDatabaseFile();,method_call
543,Javadoc,"Opens ""New Group Dialog"" and add the resulting group to the specified group",0,private static BibEntry bestFit(BibEntry targetEntry,method_declaration
544,Line,"On all OSes there is a generic application available to handle file opening, so use this one",0,protected final TextField defaultPat = new TextField();,assignment
545,Line,generate the new cite keys for each entry,0,Optional<DocumentViewerPage> inMiddleOfViewport = Optional.empty();,assignment
546,Line,default value,1,protected String getCommandName() {,method_declaration
547,Javadoc,Customization of appearance parameters.,0,final BuildInfo buildInfo = Globals.BUILD_INFO;,assignment
548,Line,"remove node, then insert all children",0,protected boolean isMatch(T suggestion,method_declaration
549,Javadoc,Remove all current possible suggestions,1,"LOGGER.debug(""Mode LINK"");",method_call
550,Line,Get entries and check if it makes sense to perform this operation,0,VBox contextPanel = new VBox(10);,assignment
551,Javadoc,"This method first saves all external files to its internal list, then writes all abbreviations to their files and finally updates the abbreviations auto complete. It basically calls {@link #saveExternalFilesList()}, {@link #saveJournalAbbreviationFiles() } and finally {@link JournalAbbreviationLoader#update(JournalAbbreviationPreferences)}.",0,String[] markers = normCitMarkers[i];,assignment
552,Line,do not open the original file,0,BibEntry firstEntry = entries.get(0);,assignment
553,Javadoc,"Finds the entry in the list best fitting the specified entry. Even if no entries get a score above zero, an entry is still returned.",0,btnConnect.disableProperty().bind(viewModel.formValidation().validProperty().not());,method_call
554,Line,"no more bps to check, we found a matching one",0,return null;,return
555,Line,default pattern,1,ExternalFileType found = null;,assignment
556,Line,We try to find the page that is displayed in the center of the viewport,0,mainStage.showingProperty().addListener(new ChangeListener<Boolean>() {,method_call
557,Javadoc,Function to get the command name in case it is different from the application name,0,BackgroundTask,
558,Line,Check if we are running an acceptable version of Java,1,defTypes.remove(found);,method_call
559,Javadoc,{@inheritDoc},1,return;,return
560,Line,Alt on Windows,0,m_modifiedSubtree.clear();,method_call
561,Line,General information,0,public void toggle(SidePaneType type) {,method_declaration
562,Line,"compare normalized markers, since the actual markers can be different",0,@FunctionalInterface,
563,Line,all keywords from first entry have to be added,0,TABLE_ICONS.put(StandardField.PDF,method_call
564,Line,"must be set here, because in initialize the button is still null",0,List<ExternalFileType> types = new ArrayList<>(getDefaultExternalFileTypes());,assignment
565,Line,everything is ok,1,"LOGGER.info(""Cannot rename string '"" + mem + ""' to '"" + disk + ""' because the name """,method_call
566,Line,See if we can find a type with matching name in the default type list:,0,public Optional<ExternalFileType> getExternalFileTypeByName(String name) {,method_declaration
567,Line,We need to wait with setting the divider since it gets reset a few times during the initial set-up,0,database.getDatabase().insertEntries(entries);,method_call
568,Line,"We calculate the new hit value We could be more intelligent and try to figure out the new number of hits based on the entry change for example, a previously matched entry gets removed -> hits = hits - 1",0,public class NewSubLibraryAction extends SimpleCommand {,class_declaration
569,Line,"It was modified. Remove its entry from the defaults list, since the type hasn't been removed:",0,private void startSearch() {,method_declaration
570,Line,Cannot rename remote links,0,public boolean isGeneratedNameSameAsOriginal() {,method_declaration
571,Line,remember modified children for redo,0,fieldChanges.add(new FieldChangeViewModel(field,method_call
572,Javadoc,If the given component is visible it will be hidden and the other way around.,1,public class JabRefExecutorService {,class_declaration
573,Javadoc,Interface presents user-described paste behaviour applying to paste method,0,getOpenDatabaseAction().openFile(file,method_declaration
574,Line,"icon.setToo(Localization.lang(""Open"") + "" PDF"");",1,public void requestFocus(Field fieldName) {,method_declaration
575,Line,First get a list of the default file types as a starting point:,0,public void setPasteActionHandler(PasteActionHandler handler) {,method_declaration
576,Line,"The name to change to is already in the database, so we can't comply.",0,private void onSelectedGroupChanged(ObservableList<GroupNodeViewModel> newValue) {,method_declaration
577,Javadoc,"Look up the external file type registered with this name, if any.",0,for (BibEntry entry : pr.getDatabase().getEntries()) {,method_declaration
578,Line,"TODO: Add undo/redo ce.addEdit(new UndoableInsertEntry(panel.getDatabase(), entry));",0,private GridPane getSelectorPanel() {,method_declaration
579,Javadoc,The action concerned with generate a new (sub-)database from latex AUX file.,0,private void onActiveDatabaseChanged(Optional<BibDatabaseContext> newDatabase) {,method_declaration
580,Javadoc,Starts the search of unlinked files according chosen directory and the file type selection. The search will process in a separate thread and a progress indicator will be displayed.,0,"String[] cmd = (application != null) && !application.isEmpty() ? new String[] {""/usr/bin/open""",assignment
581,Javadoc,Gets the filename for the current linked file and compares it to the new suggested filename.,0,keywordGroupSearchField.setText(prefs.get(JabRefPreferences.GROUPS_DEFAULT_FIELD));,method_call
582,Line,Modified externally.,0,clonedEntry.getField(StandardField.CROSSREF).ifPresent(crossref -> {,method_call
583,Javadoc,Responsible for managing of all threads (except GUI threads) in JabRef,0,SpecialFieldViewModel printedViewModel = new SpecialFieldViewModel(SpecialField.PRINTED,assignment
584,Line,all the logic is done in openIt. Even raising an existing panel,0,private String[] getStringArrayRepresentation(ExternalFileType type) {,method_declaration
585,Javadoc,Focuses the given field.,1,Abbreviation abbreviation = journalAbbreviationRepository.getAbbreviation(text).get();,assignment
586,Javadoc,Set pasteActionHandler variable to passed handler,1,public void writeOrCreate() throws IOException {,method_declaration
587,Javadoc,Gets invoked if the user selects a different group. We need to notify the {@link StateManager} about this change so that the main table gets updated.,0,private static Image getImageFX(String name) {,method_declaration
588,Line,Merge entries:,0,root.setSelected(true);,method_call
589,Javadoc,This panel contains the two comboboxes and the Add button,0,GlobalBibtexKeyPattern keypatterns = getKeyPatternAsGlobalBibtexKeyPattern();,assignment
590,Javadoc,Gets invoked if the user changes the active database. We need to get the new group tree and update the view,0,TABLE_ICONS.put(fileType.getField(),method_call
591,Line,"Use ""-a <application>"" if the app is specified, and just ""open <filename>"" otherwise:",0,public static Supplier<List<MenuItem>> getNameMenu(final TextInputControl textInput) {,method_declaration
592,Line,set default values (overwritten if editedGroup != null),0,uniquefiers.put(key,method_call
593,Line,Check if the cloned entry has a crossref field,1,for (Iterator<Path> iterator = filesToOpen.iterator(); iterator.hasNext();) {,method_declaration
594,Line,Print icon used for menu,0,public void automatedImport(List<String> filenames) {,method_declaration
595,Javadoc,"Return a String array representing this file type. This is used for storage into Preferences, and the same array can be used to construct the file type later, using the String[] constructor.",0,if ((directory == null) || !directory.exists() || !directory.isDirectory()) {,method_declaration
596,Line,must be here,1,stateManager.activeDatabaseProperty().bind(,method_call
597,Javadoc,This method will write all abbreviations of this abbreviation file to the file on the file system. It essentially will check if the current file is a built in list and if not it will call {@link AbbreviationWriter#writeOrCreate()}.,0,AUTO_FILE_LINK(MaterialDesignIcon.FILE_FIND),method_declaration
598,Block,"Constructs an {@link Image} for the image representing the given function, in the resource file listing images.@param name The name of the icon, such as ""open"", ""save"", ""saveAs"" etc. @return The {@link Image} for the function.",0,TABLE_ICONS.put(StandardField.FILE,method_call
599,Line,Need to toggle a twice to make sure everything is selected,0,if (filenames.isEmpty()) {,method_declaration
600,Line,fetch entries from GUI,0,addToGroups(entries,method_declaration
601,Line,"icon.setToolTipText(Localization.lang(""Open %0 file"", fileType.getName()));",1,private final int m_subtreeRootChildCount;,field_declaration
